timestamp_s,latitude_deg,longitude_deg,altitude_m,speed_m_per_s
1735733009.1,37.5867249,-122.3365913,12.52,30
1735733009.2,37.586724,-122.3365573,12.49,30
1735733009.3,37.5867231,-122.3365234,12.46,30
1735733009.4,37.5867222,-122.3364894,12.43,30
1735733009.5,37.5867213,-122.3364555,12.4,30
1735733009.6,37.5867205,-122.3364215,12.37,30
1735733009.7,37.5867196,-122.3363876,12.34,30
1735733009.8,37.5867187,-122.3363536,12.31,30
1735733009.9,37.5867178,-122.3363197,12.29,30
1735733010.0,37.5867169,-122.3362857,12.26,30
1735733010.1,37.586716,-122.3362518,12.23,30
1735733010.2,37.5867151,-122.3362178,12.2,30
1735733010.3,37.5867142,-122.3361839,12.17,30
1735733010.4,37.5867133,-122.3361499,12.14,30
1735733010.5,37.5867125,-122.336116,12.11,30
1735733010.6,37.5867116,-122.336082,12.09,30
1735733010.7,37.5867107,-122.3360481,12.06,30
1735733010.8,37.5867098,-122.3360141,12.03,30
1735733010.9,37.5867089,-122.3359802,12.0,30
1735733011.0,37.586708,-122.3359462,11.97,30
1735733011.1,37.5867071,-122.3359123,11.94,30
1735733011.2,37.5867062,-122.3358784,11.91,30
1735733011.3,37.5867054,-122.3358444,11.88,30
1735733011.4,37.5867045,-122.3358105,11.86,30
1735733011.5,37.5867036,-122.3357765,11.83,30
1735733011.6,37.5867027,-122.3357426,11.8,30
1735733011.7,37.5867018,-122.3357086,11.77,30
1735733011.8,37.5867009,-122.3356747,11.74,30
1735733011.9,37.5867,-122.3356407,11.71,30
1735733012.0,37.5866991,-122.3356068,11.68,30
1735733012.1,37.5866982,-122.3355728,11.65,30
1735733012.2,37.5866974,-122.3355389,11.63,30
1735733012.3,37.5866965,-122.3355049,11.6,30
1735733012.4,37.5866956,-122.335471,11.57,30
1735733012.5,37.5866947,-122.335437,11.54,30
1735733012.6,37.5866938,-122.3354031,11.51,30
1735733012.7,37.5866929,-122.3353691,11.48,30
1735733012.8,37.586692,-122.3353352,11.45,30
1735733012.9,37.5866911,-122.3353012,11.42,30
1735733013.0,37.5866903,-122.3352673,11.4,30
1735733013.1,37.5866894,-122.3352333,11.37,30
1735733013.2,37.5866885,-122.3351994,11.34,30
1735733013.3,37.5866876,-122.3351654,11.31,30
1735733013.4,37.5866867,-122.3351315,11.28,30
1735733013.5,37.5866858,-122.3350976,11.25,30
1735733013.6,37.5866849,-122.3350636,11.22,30
1735733013.7,37.586684,-122.3350297,11.2,30
1735733013.8,37.5866831,-122.3349957,11.17,30
1735733013.9,37.5866823,-122.3349618,11.14,30
1735733014.0,37.5866814,-122.3349278,11.11,30
1735733014.1,37.5866805,-122.3348939,11.08,30
1735733014.2,37.5866796,-122.3348599,11.05,30
1735733014.3,37.5866787,-122.334826,11.02,30
1735733014.4,37.5866778,-122.334792,11.0,30
1735733014.5,37.5866767,-122.3347581,11.0,30
1735733014.6,37.5866756,-122.3347241,11.0,30
1735733014.7,37.5866746,-122.3346902,11.0,30
1735733014.8,37.5866738,-122.3346562,11.0,30
1735733014.9,37.586673,-122.3346223,11.0,30
1735733015.0,37.5866722,-122.3345883,11.0,30
1735733015.1,37.5866714,-122.3345544,11.0,30
1735733015.2,37.5866704,-122.3345205,11.0,30
1735733015.3,37.5866694,-122.3344866,11.0,30
1735733015.4,37.5866683,-122.3344526,11.0,30
1735733015.5,37.5866673,-122.3344187,11.0,30
1735733015.6,37.5866663,-122.3343847,11.0,30
1735733015.7,37.5866651,-122.3343508,11.0,30
1735733015.8,37.5866639,-122.3343169,11.0,30
1735733015.9,37.5866627,-122.3342829,11.0,30
1735733016.0,37.5866615,-122.334249,11.0,30
1735733016.1,37.5866603,-122.3342151,11.0,30
1735733016.2,37.586659,-122.3341811,11.0,30
1735733016.3,37.5866578,-122.3341472,11.0,30
1735733016.4,37.5866565,-122.3341132,11.0,30
1735733016.5,37.5866553,-122.3340793,11.0,30
1735733016.6,37.5866541,-122.3340454,11.0,30
1735733016.7,37.5866521,-122.3340115,10.81,30
1735733016.8,37.5866501,-122.3339776,10.61,30
1735733016.9,37.5866481,-122.3339438,10.41,30
1735733017.0,37.586646,-122.3339099,10.2,30
1735733017.1,37.586644,-122.333876,10.0,30
1735733017.2,37.5866415,-122.3338422,10.0,30
1735733017.3,37.586639,-122.3338084,10.0,30
1735733017.4,37.5866365,-122.3337746,10.0,30
1735733017.5,37.586634,-122.3337407,10.0,30
1735733017.6,37.5866314,-122.3337069,9.96,30
1735733017.7,37.5866281,-122.3336732,9.76,30
1735733017.8,37.5866248,-122.3336395,9.55,30
1735733017.9,37.5866215,-122.3336058,9.35,30
1735733018.0,37.5866182,-122.333572,9.14,30
1735733018.1,37.5866148,-122.3335384,9.0,30
1735733018.2,37.5866109,-122.3335048,9.0,30
1735733018.3,37.5866071,-122.3334712,9.0,30
1735733018.4,37.5866032,-122.3334375,9.0,30
1735733018.5,37.5865993,-122.3334039,9.0,30
1735733018.6,37.5865951,-122.3333704,9.0,30
1735733018.7,37.5865908,-122.3333369,9.0,30
1735733018.8,37.5865864,-122.3333033,9.0,30
1735733018.9,37.5865821,-122.3332698,9.0,30
1735733019.0,37.5865778,-122.3332363,8.99,30
1735733019.1,37.5865729,-122.3332029,8.79,30
1735733019.2,37.5865681,-122.3331695,8.58,30
1735733019.3,37.5865632,-122.3331361,8.38,30
1735733019.4,37.5865583,-122.3331027,8.18,30
1735733019.5,37.5865534,-122.3330693,8.0,30
1735733019.6,37.5865478,-122.3330361,8.0,30
1735733019.7,37.5865422,-122.3330028,8.0,30
1735733019.8,37.5865367,-122.3329696,8.0,30
1735733019.9,37.5865311,-122.3329364,8.0,30
1735733020.0,37.5865254,-122.3329032,8.0,30
1735733020.1,37.5865194,-122.3328701,8.0,30
1735733020.2,37.5865134,-122.332837,8.0,30
1735733020.3,37.5865073,-122.3328039,8.0,30
1735733020.4,37.5865013,-122.3327707,8.0,30
1735733020.5,37.5864949,-122.3327377,8.0,30
1735733020.6,37.5864883,-122.3327048,8.0,30
1735733020.7,37.5864817,-122.3326718,8.0,30
1735733020.8,37.5864752,-122.3326389,8.0,30
1735733020.9,37.5864686,-122.3326059,8.0,30
1735733021.0,37.5864615,-122.3325731,8.0,30
1735733021.1,37.5864543,-122.3325404,8.0,30
1735733021.2,37.5864471,-122.3325076,8.0,30
1735733021.3,37.5864399,-122.3324749,8.0,30
1735733021.4,37.5864327,-122.3324421,8.0,30
1735733021.5,37.5864248,-122.3324097,7.81,30
1735733021.6,37.5864168,-122.3323772,7.6,30
1735733021.7,37.5864089,-122.3323448,7.39,30
1735733021.8,37.5864009,-122.3323123,7.18,30
1735733021.9,37.5863929,-122.3322799,7.03,30
1735733022.0,37.5863844,-122.3322477,7.24,30
1735733022.1,37.5863759,-122.3322154,7.44,30
1735733022.2,37.5863673,-122.3321832,7.65,30
1735733022.3,37.5863588,-122.332151,7.86,30
1735733022.4,37.5863501,-122.3321188,8.07,30
1735733022.5,37.5863409,-122.3320869,8.27,30
1735733022.6,37.5863317,-122.3320549,8.48,30
1735733022.7,37.5863224,-122.332023,8.68,30
1735733022.8,37.5863132,-122.3319911,8.88,30
1735733022.9,37.5863036,-122.3319593,9.0,30
1735733023.0,37.5862936,-122.3319278,9.0,30
1735733023.1,37.5862835,-122.3318962,9.0,30
1735733023.2,37.5862735,-122.3318647,9.0,30
1735733023.3,37.5862635,-122.3318331,9.0,30
1735733023.4,37.5862532,-122.3318017,9.0,30
1735733023.5,37.5862426,-122.3317704,9.0,30
1735733023.6,37.5862321,-122.3317392,9.0,30
1735733023.7,37.5862215,-122.3317079,9.0,30
1735733023.8,37.5862109,-122.3316767,9.0,30
1735733023.9,37.5862,-122.3316456,9.0,30
1735733024.0,37.5861889,-122.3316146,9.0,30
1735733024.1,37.5861778,-122.3315836,9.0,30
1735733024.2,37.5861668,-122.3315527,9.0,30
1735733024.3,37.5861557,-122.3315217,9.0,30
1735733024.4,37.5861441,-122.331491,9.0,30
1735733024.5,37.5861324,-122.3314604,9.0,30
1735733024.6,37.5861207,-122.3314298,9.0,30
1735733024.7,37.5861089,-122.3313992,9.0,30
1735733024.8,37.5860972,-122.3313686,9.0,30
1735733024.9,37.586085,-122.3313383,8.8,30
1735733025.0,37.5860727,-122.331308,8.6,30
1735733025.1,37.5860604,-122.3312778,8.39,30
1735733025.2,37.5860482,-122.3312475,8.19,30
1735733025.3,37.5860358,-122.3312173,8.0,30
1735733025.4,37.5860228,-122.3311875,8.0,30
1735733025.5,37.5860098,-122.3311578,8.0,30
1735733025.6,37.5859967,-122.331128,8.0,30
1735733025.7,37.5859837,-122.3310982,8.0,30
1735733025.8,37.5859706,-122.3310686,8.0,30
1735733025.9,37.5859571,-122.3310392,8.0,30
1735733026.0,37.5859436,-122.3310098,8.0,30
1735733026.1,37.58593,-122.3309804,8.0,30
1735733026.2,37.5859165,-122.330951,8.0,30
1735733026.3,37.5859026,-122.3309218,7.88,30
1735733026.4,37.5858885,-122.3308928,7.68,30
1735733026.5,37.5858744,-122.3308638,7.47,30
1735733026.6,37.5858604,-122.3308348,7.27,30
1735733026.7,37.5858463,-122.3308058,7.06,30
1735733026.8,37.5858318,-122.3307772,7.0,30
1735733026.9,37.5858171,-122.3307487,7.0,30
1735733027.0,37.5858025,-122.3307201,7.0,30
1735733027.1,37.5857878,-122.3306916,7.0,30
1735733027.2,37.5857731,-122.3306631,7.0,30
1735733027.3,37.585758,-122.3306349,7.0,30
1735733027.4,37.5857428,-122.3306068,7.0,30
1735733027.5,37.5857276,-122.3305787,7.0,30
1735733027.6,37.5857125,-122.3305506,7.0,30
1735733027.7,37.5856973,-122.3305225,7.0,30
1735733027.8,37.5856815,-122.3304949,7.2,30
1735733027.9,37.5856657,-122.3304674,7.41,30
1735733028.0,37.5856498,-122.3304398,7.61,30
1735733028.1,37.585634,-122.3304123,7.82,30
1735733028.2,37.5856181,-122.3303849,8.0,30
1735733028.3,37.5856017,-122.3303579,8.0,30
1735733028.4,37.5855854,-122.3303309,8.0,30
1735733028.5,37.585569,-122.3303038,8.0,30
1735733028.6,37.5855526,-122.3302768,8.0,30
1735733028.7,37.5855361,-122.3302499,8.0,30
1735733028.8,37.5855193,-122.3302233,8.0,30
1735733028.9,37.5855025,-122.3301967,8.0,30
1735733029.0,37.5854856,-122.3301701,8.0,30
1735733029.1,37.5854688,-122.3301435,8.0,30
1735733029.2,37.5854518,-122.3301172,8.08,30
1735733029.3,37.5854344,-122.3300913,8.28,30
1735733029.4,37.5854169,-122.3300653,8.49,30
1735733029.5,37.5853995,-122.3300394,8.69,30
1735733029.6,37.585382,-122.3300134,8.89,30
1735733029.7,37.5853644,-122.3299877,9.0,30
1735733029.8,37.5853466,-122.3299622,9.0,30
1735733029.9,37.5853287,-122.3299367,9.0,30
1735733030.0,37.5853109,-122.3299112,9.0,30
1735733030.1,37.585293,-122.3298856,9.0,30
1735733030.2,37.5852748,-122.3298606,9.13,30
1735733030.3,37.5852563,-122.3298358,9.33,30
1735733030.4,37.5852378,-122.329811,9.54,30
1735733030.5,37.5852193,-122.3297863,9.74,30
1735733030.6,37.5852008,-122.3297615,9.95,30
1735733030.7,37.5851821,-122.329737,10.15,30
1735733030.8,37.5851633,-122.3297126,10.36,30
1735733030.9,37.5851445,-122.3296882,10.56,30
1735733031.0,37.5851257,-122.3296638,10.77,30
1735733031.1,37.5851069,-122.3296394,10.98,30
1735733031.2,37.5850876,-122.3296156,11.0,30
1735733031.3,37.5850682,-122.3295919,11.0,30
1735733031.4,37.5850489,-122.3295682,11.0,30
1735733031.5,37.5850295,-122.3295445,11.0,30
1735733031.6,37.58501,-122.329521,11.0,30
1735733031.7,37.5849901,-122.329498,11.0,30
1735733031.8,37.5849702,-122.3294751,11.0,30
1735733031.9,37.5849503,-122.3294521,11.0,30
1735733032.0,37.5849304,-122.3294291,11.0,30
1735733032.1,37.5849103,-122.3294063,11.0,30
1735733032.2,37.5848902,-122.3293836,11.0,30
1735733032.3,37.58487,-122.329361,11.0,30
1735733032.4,37.5848499,-122.3293383,11.0,30
1735733032.5,37.5848297,-122.3293157,11.0,30
1735733032.6,37.5848094,-122.3292933,11.0,30
1735733032.7,37.584789,-122.329271,11.0,30
1735733032.8,37.5847686,-122.3292488,11.0,30
1735733032.9,37.5847482,-122.3292265,11.0,30
1735733033.0,37.5847278,-122.3292042,11.0,30
1735733033.1,37.5847075,-122.3291818,11.16,30
1735733033.2,37.5846873,-122.3291593,11.37,30
1735733033.3,37.584667,-122.3291368,11.57,30
1735733033.4,37.5846468,-122.3291142,11.78,30
1735733033.5,37.5846266,-122.3290917,11.98,30
1735733033.6,37.5846062,-122.3290695,12.0,30
1735733033.7,37.5845858,-122.3290472,12.0,30
1735733033.8,37.5845654,-122.329025,12.0,30
1735733033.9,37.5845449,-122.3290027,12.0,30
1735733034.0,37.5845245,-122.3289805,12.0,30
1735733034.1,37.5845041,-122.3289582,12.0,30
1735733034.2,37.5844837,-122.3289359,12.0,30
1735733034.3,37.5844634,-122.3289136,12.0,30
1735733034.4,37.584443,-122.3288913,12.0,30
1735733034.5,37.5844226,-122.3288689,12.0,30
1735733034.6,37.5844022,-122.3288466,12.0,30
1735733034.7,37.5843818,-122.3288243,12.0,30
1735733034.8,37.5843615,-122.328802,12.0,30
1735733034.9,37.5843411,-122.3287797,12.0,30
1735733035.0,37.5843207,-122.3287574,11.98,30
1735733035.1,37.5843003,-122.3287352,11.87,30
1735733035.2,37.5842798,-122.3287129,11.77,30
1735733035.3,37.5842594,-122.3286907,11.66,30
1735733035.4,37.5842389,-122.3286685,11.56,30
1735733035.5,37.5842185,-122.3286463,11.45,30
1735733035.6,37.5841981,-122.328624,11.35,30
1735733035.7,37.5841776,-122.3286018,11.24,30
1735733035.8,37.5841572,-122.3285796,11.14,30
1735733035.9,37.5841368,-122.3285574,11.03,30
1735733036.0,37.5841163,-122.3285352,10.99,30
1735733036.1,37.5840958,-122.3285131,10.97,30
1735733036.2,37.5840753,-122.3284909,10.96,30
1735733036.3,37.5840548,-122.3284688,10.94,30
1735733036.4,37.5840343,-122.3284467,10.92,30
1735733036.5,37.5840138,-122.3284245,10.9,30
1735733036.6,37.5839933,-122.3284024,10.89,30
1735733036.7,37.5839728,-122.3283803,10.87,30
1735733036.8,37.5839523,-122.3283581,10.85,30
1735733036.9,37.5839318,-122.328336,10.83,30
1735733037.0,37.5839113,-122.3283139,10.82,30
1735733037.1,37.5838908,-122.3282917,10.8,30
1735733037.2,37.5838703,-122.3282696,10.78,30
1735733037.3,37.5838498,-122.3282475,10.76,30
1735733037.4,37.5838293,-122.3282253,10.75,30
1735733037.5,37.5838088,-122.3282032,10.73,30
1735733037.6,37.5837883,-122.3281811,10.71,30
1735733037.7,37.5837678,-122.3281589,10.69,30
1735733037.8,37.5837473,-122.3281368,10.68,30
1735733037.9,37.5837268,-122.3281147,10.66,30
1735733038.0,37.5837062,-122.3280925,10.64,30
1735733038.1,37.5836857,-122.3280704,10.63,30
1735733038.2,37.5836652,-122.3280483,10.61,30
1735733038.3,37.5836447,-122.3280261,10.59,30
1735733038.4,37.5836242,-122.328004,10.57,30
1735733038.5,37.5836037,-122.3279819,10.56,30
1735733038.6,37.5835832,-122.3279597,10.54,30
1735733038.7,37.5835627,-122.3279376,10.52,30
1735733038.8,37.5835422,-122.3279155,10.5,30
1735733038.9,37.5835217,-122.3278933,10.49,30
1735733039.0,37.5835012,-122.3278712,10.47,30
1735733039.1,37.5834807,-122.3278491,10.45,30
1735733039.2,37.5834602,-122.3278269,10.43,30
1735733039.3,37.5834397,-122.3278048,10.42,30
1735733039.4,37.5834192,-122.3277827,10.4,30
1735733039.5,37.5833987,-122.3277605,10.38,30
1735733039.6,37.5833782,-122.3277384,10.37,30
1735733039.7,37.5833577,-122.3277163,10.35,30
1735733039.8,37.5833372,-122.3276941,10.33,30
1735733039.9,37.5833167,-122.327672,10.31,30
1735733040.0,37.5832962,-122.3276499,10.3,30
1735733040.1,37.5832757,-122.3276277,10.28,30
1735733040.2,37.5832552,-122.3276056,10.26,30
1735733040.3,37.5832347,-122.3275835,10.24,30
1735733040.4,37.5832142,-122.3275613,10.23,30
1735733040.5,37.5831937,-122.3275392,10.21,30
1735733040.6,37.5831732,-122.3275171,10.19,30
1735733040.7,37.5831527,-122.3274949,10.17,30
1735733040.8,37.5831322,-122.3274728,10.16,30
1735733040.9,37.5831117,-122.3274507,10.14,30
1735733041.0,37.5830912,-122.3274285,10.12,30
1735733041.1,37.5830707,-122.3274064,10.1,30
1735733041.2,37.5830502,-122.3273843,10.09,30
1735733041.3,37.5830297,-122.3273622,10.07,30
1735733041.4,37.5830092,-122.32734,10.05,30
1735733041.5,37.5829887,-122.3273179,10.04,30
1735733041.6,37.5829682,-122.3272958,10.02,30
1735733041.7,37.5829477,-122.3272736,10.0,30
1735733041.8,37.5829271,-122.3272515,9.98,30
1735733041.9,37.5829066,-122.3272294,9.97,30
1735733042.0,37.5828861,-122.3272072,9.95,30
1735733042.1,37.5828656,-122.3271851,9.93,30
1735733042.2,37.5828451,-122.327163,9.91,30
1735733042.3,37.5828246,-122.3271408,9.9,30
1735733042.4,37.5828041,-122.3271187,9.88,30
1735733042.5,37.5827836,-122.3270966,9.86,30
1735733042.6,37.5827631,-122.3270744,9.84,30
1735733042.7,37.5827426,-122.3270523,9.83,30
1735733042.8,37.5827221,-122.3270302,9.81,30
1735733042.9,37.5827016,-122.327008,9.79,30
1735733043.0,37.5826811,-122.3269859,9.77,30
1735733043.1,37.5826606,-122.3269638,9.76,30
1735733043.2,37.5826401,-122.3269416,9.74,30
1735733043.3,37.5826196,-122.3269195,9.72,30
1735733043.4,37.5825991,-122.3268974,9.71,30
1735733043.5,37.5825786,-122.3268752,9.69,30
1735733043.6,37.5825581,-122.3268531,9.67,30
1735733043.7,37.5825376,-122.326831,9.65,30
1735733043.8,37.5825171,-122.3268088,9.64,30
1735733043.9,37.5824966,-122.3267867,9.62,30
1735733044.0,37.5824761,-122.3267646,9.6,30
1735733044.1,37.5824556,-122.3267424,9.58,30
1735733044.2,37.5824351,-122.3267203,9.57,30
1735733044.3,37.5824146,-122.3266982,9.55,30
1735733044.4,37.5823941,-122.326676,9.53,30
1735733044.5,37.5823736,-122.3266539,9.51,30
1735733044.6,37.5823531,-122.3266318,9.5,30
1735733044.7,37.5823326,-122.3266096,9.48,30
1735733044.8,37.5823121,-122.3265875,9.46,30
1735733044.9,37.5822916,-122.3265654,9.44,30
1735733045.0,37.5822711,-122.3265432,9.43,30
1735733045.1,37.5822506,-122.3265211,9.41,30
1735733045.2,37.5822301,-122.326499,9.39,30
1735733045.3,37.5822096,-122.3264768,9.38,30
1735733045.4,37.5821891,-122.3264547,9.36,30
1735733045.5,37.5821686,-122.3264326,9.34,30
1735733045.6,37.582148,-122.3264104,9.32,30
1735733045.7,37.5821275,-122.3263883,9.31,30
1735733045.8,37.582107,-122.3263662,9.29,30
1735733045.9,37.5820865,-122.326344,9.27,30
1735733046.0,37.582066,-122.3263219,9.25,30
1735733046.1,37.5820455,-122.3262998,9.24,30
1735733046.2,37.582025,-122.3262776,9.22,30
1735733046.3,37.5820045,-122.3262555,9.2,30
1735733046.4,37.581984,-122.3262334,9.18,30
1735733046.5,37.5819635,-122.3262112,9.17,30
1735733046.6,37.581943,-122.3261891,9.15,30
1735733046.7,37.5819225,-122.326167,9.13,30
1735733046.8,37.581902,-122.3261448,9.12,30
1735733046.9,37.5818815,-122.3261227,9.1,30
1735733047.0,37.581861,-122.3261006,9.08,30
1735733047.1,37.5818405,-122.3260784,9.06,30
1735733047.2,37.58182,-122.3260563,9.05,30
1735733047.3,37.5817995,-122.3260342,9.03,30
1735733047.4,37.581779,-122.326012,9.01,30
1735733047.5,37.5817585,-122.3259899,9.01,30
1735733047.6,37.581738,-122.3259677,9.05,30
1735733047.7,37.5817175,-122.3259456,9.09,30
1735733047.8,37.581697,-122.3259234,9.13,30
1735733047.9,37.5816766,-122.3259013,9.17,30
1735733048.0,37.5816561,-122.3258791,9.21,30
1735733048.1,37.5816356,-122.325857,9.25,30
1735733048.2,37.5816151,-122.3258348,9.29,30
1735733048.3,37.5815946,-122.3258127,9.33,30
1735733048.4,37.5815741,-122.3257905,9.37,30
1735733048.5,37.5815536,-122.3257683,9.41,30
1735733048.6,37.5815331,-122.3257462,9.45,30
1735733048.7,37.5815127,-122.325724,9.49,30
1735733048.8,37.5814922,-122.3257019,9.53,30
1735733048.9,37.5814717,-122.3256797,9.57,30
1735733049.0,37.5814512,-122.3256576,9.61,30
1735733049.1,37.5814307,-122.3256354,9.65,30
1735733049.2,37.5814102,-122.3256133,9.69,30
1735733049.3,37.5813897,-122.3255911,9.73,30
1735733049.4,37.5813692,-122.325569,9.77,30
1735733049.5,37.5813488,-122.3255468,9.81,30
1735733049.6,37.5813283,-122.3255246,9.85,30
1735733049.7,37.5813078,-122.3255025,9.89,30
1735733049.8,37.5812873,-122.3254803,9.93,30
1735733049.9,37.5812668,-122.3254582,9.97,30
1735733050.0,37.5812463,-122.325436,10.0,30
1735733050.1,37.5812259,-122.3254137,10.0,30
1735733050.2,37.5812056,-122.3253914,10.0,30
1735733050.3,37.5811852,-122.325369,10.0,30
1735733050.4,37.5811648,-122.3253467,10.0,30
1735733050.5,37.5811444,-122.3253244,10.0,30
1735733050.6,37.5811241,-122.3253021,10.0,30
1735733050.7,37.5811037,-122.3252798,10.0,30
1735733050.8,37.5810833,-122.3252574,10.0,30
1735733050.9,37.5810629,-122.3252351,10.0,30
1735733051.0,37.5810426,-122.3252128,10.0,30
1735733051.1,37.5810222,-122.3251905,10.0,30
1735733051.2,37.5810018,-122.3251682,10.0,30
1735733051.3,37.5809814,-122.3251458,10.0,30
1735733051.4,37.5809611,-122.3251235,10.0,30
1735733051.5,37.5809407,-122.3251012,10.0,30
1735733051.6,37.5809203,-122.3250789,10.0,30
1735733051.7,37.5808999,-122.3250566,10.0,30
1735733051.8,37.5808796,-122.3250343,10.0,30
1735733051.9,37.5808592,-122.3250119,10.0,30
1735733052.0,37.5808388,-122.3249896,10.0,30
1735733052.1,37.5808185,-122.3249673,10.0,30
1735733052.2,37.5807981,-122.324945,10.0,30
1735733052.3,37.5807777,-122.3249227,10.0,30
1735733052.4,37.5807573,-122.3249003,10.0,30
1735733052.5,37.580737,-122.324878,10.0,30
1735733052.6,37.5807166,-122.3248557,10.0,30
1735733052.7,37.5806962,-122.3248334,10.0,30
1735733052.8,37.5806758,-122.3248111,10.0,30
1735733052.9,37.5806555,-122.3247887,10.0,30
1735733053.0,37.5806351,-122.3247664,10.0,30
1735733053.1,37.5806147,-122.3247441,10.0,30
1735733053.2,37.5805943,-122.3247218,10.0,30
1735733053.3,37.580574,-122.3246995,10.0,30
1735733053.4,37.5805536,-122.3246771,10.0,30
1735733053.5,37.5805332,-122.3246548,10.0,30
1735733053.6,37.5805128,-122.3246325,10.0,30
1735733053.7,37.5804925,-122.3246102,10.0,30
1735733053.8,37.5804721,-122.3245879,10.0,30
1735733053.9,37.5804517,-122.3245655,10.0,30
1735733054.0,37.5804314,-122.3245432,10.0,30
1735733054.1,37.580411,-122.3245209,10.0,30
1735733054.2,37.5803906,-122.3244986,10.0,30
1735733054.3,37.5803702,-122.3244763,10.0,30
1735733054.4,37.5803499,-122.324454,10.0,30
1735733054.5,37.5803295,-122.3244316,10.0,30
1735733054.6,37.5803091,-122.3244093,10.0,30
1735733054.7,37.5802887,-122.324387,10.0,30
1735733054.8,37.5802684,-122.3243647,10.0,30
1735733054.9,37.580248,-122.3243424,10.0,30
1735733055.0,37.5802276,-122.32432,10.0,30
1735733055.1,37.5802072,-122.3242977,10.0,30
1735733055.2,37.5801869,-122.3242754,10.0,30
1735733055.3,37.5801665,-122.3242531,10.0,30
1735733055.4,37.5801461,-122.3242308,10.0,30
1735733055.5,37.5801257,-122.3242084,10.0,30
1735733055.6,37.5801054,-122.3241861,10.0,30
1735733055.7,37.580085,-122.3241638,10.0,30
1735733055.8,37.5800646,-122.3241415,10.0,30
1735733055.9,37.5800443,-122.3241192,10.0,30
1735733056.0,37.5800239,-122.3240968,10.0,30
1735733056.1,37.5800035,-122.3240745,10.0,30
1735733056.2,37.5799831,-122.3240522,10.0,30
1735733056.3,37.5799628,-122.3240299,10.0,30
1735733056.4,37.5799424,-122.3240076,10.0,30
1735733056.5,37.579922,-122.3239852,10.0,30
1735733056.6,37.5799016,-122.3239629,10.0,30
1735733056.7,37.5798813,-122.3239406,10.0,30
1735733056.8,37.5798609,-122.3239183,10.0,30
1735733056.9,37.5798405,-122.323896,10.0,30
1735733057.0,37.5798201,-122.3238736,10.0,30
1735733057.1,37.5797998,-122.3238513,10.0,30
1735733057.2,37.5797794,-122.323829,10.0,30
1735733057.3,37.579759,-122.3238067,10.0,30
1735733057.4,37.5797386,-122.3237844,10.0,30
1735733057.5,37.5797183,-122.3237621,10.0,30
1735733057.6,37.5796979,-122.3237397,10.0,30
1735733057.7,37.5796775,-122.3237174,10.0,30
1735733057.8,37.5796571,-122.3236951,10.0,30
1735733057.9,37.5796368,-122.3236728,10.0,30
1735733058.0,37.5796164,-122.3236505,10.0,30
1735733058.1,37.579596,-122.3236281,10.0,30
1735733058.2,37.5795757,-122.3236058,10.0,30
1735733058.3,37.5795553,-122.3235835,10.0,30
1735733058.4,37.5795349,-122.3235612,10.0,30
1735733058.5,37.5795145,-122.3235389,10.0,30
1735733058.6,37.5794942,-122.3235165,10.0,30
1735733058.7,37.5794738,-122.3234942,10.0,30
1735733058.8,37.5794534,-122.3234719,10.0,30
1735733058.9,37.579433,-122.3234496,10.0,30
1735733059.0,37.5794127,-122.3234273,10.0,30
1735733059.1,37.5793923,-122.3234049,10.0,30
1735733059.2,37.5793719,-122.3233826,10.0,30
1735733059.3,37.5793515,-122.3233603,10.0,30
1735733059.4,37.5793312,-122.323338,10.0,30
1735733059.5,37.5793108,-122.3233157,10.0,30
1735733059.6,37.5792904,-122.3232933,10.0,30
1735733059.7,37.57927,-122.323271,10.0,30
1735733059.8,37.5792497,-122.3232487,10.0,30
1735733059.9,37.5792293,-122.3232264,10.0,30
1735733060.0,37.5792089,-122.3232041,10.0,30
1735733060.1,37.5791886,-122.3231818,10.0,30
1735733060.2,37.5791682,-122.3231594,10.0,30
1735733060.3,37.5791478,-122.3231371,10.0,30
1735733060.4,37.5791274,-122.3231148,10.0,30
1735733060.5,37.5791071,-122.3230925,10.0,30
1735733060.6,37.5790867,-122.3230702,10.0,30
1735733060.7,37.5790663,-122.3230478,10.0,30
1735733060.8,37.5790459,-122.3230255,10.0,30
1735733060.9,37.5790256,-122.3230032,10.0,30
1735733061.0,37.5790052,-122.3229809,10.0,30
1735733061.1,37.5789847,-122.3229587,9.98,30
1735733061.2,37.5789642,-122.3229365,9.95,30
1735733061.3,37.5789437,-122.3229144,9.93,30
1735733061.4,37.5789233,-122.3228922,9.9,30
1735733061.5,37.5789028,-122.32287,9.88,30
1735733061.6,37.5788823,-122.3228479,9.85,30
1735733061.7,37.5788618,-122.3228257,9.83,30
1735733061.8,37.5788413,-122.3228036,9.8,30
1735733061.9,37.5788209,-122.3227814,9.77,30
1735733062.0,37.5788004,-122.3227592,9.75,30
1735733062.1,37.5787799,-122.3227371,9.72,30
1735733062.2,37.5787594,-122.3227149,9.7,30
1735733062.3,37.5787389,-122.3226927,9.67,30
1735733062.4,37.5787185,-122.3226706,9.64,30
1735733062.5,37.578698,-122.3226484,9.62,30
1735733062.6,37.5786775,-122.3226262,9.59,30
1735733062.7,37.578657,-122.3226041,9.57,30
1735733062.8,37.5786365,-122.3225819,9.54,30
1735733062.9,37.578616,-122.3225598,9.52,30
1735733063.0,37.5785956,-122.3225376,9.49,30
1735733063.1,37.5785751,-122.3225154,9.46,30
